/*********************************************
 * Converted final-case dataset for Satvika1.mod
 * Source: final_cases/n_10/N10_C6_I1.dat
 *********************************************/

Nodes = 10;

E = {
<1,2> , <1,4> , <1,5> , <1,6> ,
<1,9> , <2,1> , <2,3> , <2,6> ,
<2,7> , <3,2> , <3,4> , <3,6> ,
<3,7> , <4,1> , <4,3> , <4,7> ,
<4,8> , <4,9> , <5,1> , <5,6> ,
<5,7> , <5,9> , <5,10> , <6,1> ,
<6,2> , <6,3> , <6,5> , <6,7> ,
<6,9> , <6,10> , <7,2> , <7,3> ,
<7,4> , <7,5> , <7,6> , <7,8> ,
<8,4> , <8,7> , <8,9> , <9,1> ,
<9,4> , <9,5> , <9,6> , <9,8> ,
<10,5> , <10,6> ,
};

S = 8;

D = 10;

Q = 2;

L = [5,6];

C = [10.77,19.98];

B = 9000;

Alpha = 0.9;

W_km = 0.5;

Cmax = 20.5;

Distance = [
0.1839 , 0.4857 , 0.1543 , 0.2293 ,
0.264 , 0.1839 , 0.1414 , 0.1508 ,
0.1598 , 0.1414 , 0.1723 , 0.249 ,
0.1219 , 0.4857 , 0.1723 , 0.183 ,
0.176 , 0.5744 , 0.1543 , 0.1028 ,
0.2675 , 0.1501 , 0.2661 , 0.2293 ,
0.1508 , 0.249 , 0.1028 , 0.1774 ,
0.2143 , 0.3339 , 0.1598 , 0.1219 ,
0.183 , 0.2675 , 0.1774 , 0.2392 ,
0.176 , 0.2392 , 0.5845 , 0.264 ,
0.5744 , 0.1501 , 0.2143 , 0.5845 ,
0.2661 , 0.3339 ,
];

EdgeTime = [
0.0074 , 0.0275 , 0.007 , 0.0094 ,
0.0127 , 0.0074 , 0.0084 , 0.0081 ,
0.0069 , 0.0084 , 0.0077 , 0.0206 ,
0.0064 , 0.0275 , 0.0077 , 0.0117 ,
0.0119 , 0.0281 , 0.007 , 0.0037 ,
0.0117 , 0.0082 , 0.0532 , 0.0094 ,
0.0081 , 0.0206 , 0.0037 , 0.0111 ,
0.0167 , 0.0668 , 0.0069 , 0.0064 ,
0.0117 , 0.0117 , 0.0111 , 0.0142 ,
0.0119 , 0.0142 , 0.0435 , 0.0127 ,
0.0281 , 0.0082 , 0.0167 , 0.0435 ,
0.0532 , 0.0668 ,
];
