/*********************************************
 * Converted final-case dataset for Satvika1.mod
 * Source: final_cases/n_80/N80_C7_I1.dat
 *********************************************/

Nodes = 80;

E = {
<1,2> , <1,5> , <1,26> , <1,31> ,
<1,40> , <1,50> , <2,1> , <2,3> ,
<2,6> , <2,7> , <2,25> , <2,31> ,
<3,2> , <3,4> , <3,6> , <3,7> ,
<3,9> , <4,3> , <4,5> , <4,7> ,
<4,8> , <5,1> , <5,4> , <5,6> ,
<5,9> , <5,25> , <6,2> , <6,3> ,
<6,5> , <6,7> , <6,10> , <6,16> ,
<7,2> , <7,3> , <7,4> , <7,6> ,
<7,8> , <7,11> , <7,13> , <7,25> ,
<8,4> , <8,7> , <8,10> , <8,12> ,
<8,30> , <8,41> , <9,3> , <9,5> ,
<9,10> , <9,25> , <9,26> , <9,36> ,
<9,46> , <10,6> , <10,8> , <10,9> ,
<10,11> , <10,13> , <10,14> , <10,22> ,
<10,25> , <11,7> , <11,10> , <11,12> ,
<11,15> , <11,16> , <11,19> , <12,8> ,
<12,11> , <12,15> , <12,17> , <13,7> ,
<13,10> , <13,14> , <13,25> , <14,10> ,
<14,13> , <14,15> , <14,17> , <14,19> ,
<15,11> , <15,12> , <15,14> , <15,17> ,
<15,18> , <16,6> , <16,11> , <16,17> ,
<16,22> , <16,23> , <17,12> , <17,14> ,
<17,15> , <17,16> , <17,18> , <17,20> ,
<17,23> , <18,15> , <18,17> , <18,19> ,
<18,20> , <19,11> , <19,14> , <19,18> ,
<19,21> , <19,27> , <20,17> , <20,18> ,
<20,21> , <20,24> , <20,27> , <21,19> ,
<21,20> , <21,27> , <21,30> , <21,35> ,
<22,10> , <22,16> , <22,23> , <22,36> ,
<22,39> , <23,16> , <23,17> , <23,22> ,
<23,26> , <24,20> , <24,27> , <24,28> ,
<24,32> , <24,35> , <24,39> , <25,2> ,
<25,5> , <25,7> , <25,9> , <25,10> ,
<25,13> , <25,26> , <26,1> , <26,9> ,
<26,23> , <26,25> , <26,50> , <27,19> ,
<27,20> , <27,21> , <27,24> , <27,30> ,
<27,35> , <27,41> , <28,24> , <28,29> ,
<28,37> , <28,39> , <29,28> , <29,37> ,
<29,39> , <29,44> , <30,8> , <30,21> ,
<30,27> , <30,32> , <30,35> , <30,41> ,
<31,1> , <31,2> , <31,40> , <31,45> ,
<31,51> , <31,57> , <32,24> , <32,30> ,
<32,33> , <32,41> , <33,32> , <33,34> ,
<33,42> , <34,33> , <34,42> , <34,49> ,
<35,21> , <35,24> , <35,27> , <35,30> ,
<35,41> , <36,9> , <36,22> , <36,46> ,
<36,62> , <37,28> , <37,29> , <37,44> ,
<38,43> , <38,49> , <38,58> , <38,74> ,
<38,79> , <39,22> , <39,24> , <39,28> ,
<39,29> , <40,1> , <40,31> , <40,45> ,
<40,55> , <41,8> , <41,27> , <41,30> ,
<41,32> , <41,35> , <42,33> , <42,34> ,
<42,49> , <43,38> , <43,52> , <43,59> ,
<43,79> , <44,29> , <44,37> , <44,53> ,
<45,31> , <45,40> , <45,47> , <46,9> ,
<46,36> , <46,50> , <46,62> , <47,45> ,
<47,48> , <47,54> , <48,47> , <48,54> ,
<48,61> , <49,34> , <49,38> , <49,42> ,
<49,58> , <50,1> , <50,26> , <50,46> ,
<50,51> , <50,55> , <50,57> , <50,62> ,
<51,31> , <51,50> , <51,55> , <51,57> ,
<51,62> , <52,43> , <52,59> , <52,69> ,
<52,74> , <53,44> , <53,56> , <53,60> ,
<54,47> , <54,48> , <54,61> , <54,70> ,
<55,40> , <55,50> , <55,51> , <55,57> ,
<55,62> , <55,63> , <56,53> , <56,60> ,
<56,68> , <57,31> , <57,50> , <57,51> ,
<57,55> , <57,63> , <57,66> , <58,38> ,
<58,49> , <58,74> , <58,79> , <59,43> ,
<59,52> , <59,69> , <59,76> , <59,79> ,
<60,53> , <60,56> , <60,68> , <60,73> ,
<60,78> , <61,48> , <61,54> , <61,64> ,
<61,70> , <61,72> , <62,36> , <62,46> ,
<62,50> , <62,51> , <62,55> , <62,63> ,
<62,66> , <63,55> , <63,57> , <63,62> ,
<63,66> , <64,61> , <64,65> , <64,70> ,
<64,72> , <64,77> , <65,64> , <65,72> ,
<65,77> , <66,57> , <66,62> , <66,63> ,
<67,69> , <67,71> , <67,75> , <67,76> ,
<68,56> , <68,60> , <68,73> , <68,78> ,
<68,80> , <69,52> , <69,59> , <69,67> ,
<69,76> , <70,54> , <70,61> , <70,64> ,
<70,72> , <71,67> , <71,75> , <71,76> ,
<72,61> , <72,64> , <72,65> , <72,70> ,
<72,77> , <73,60> , <73,68> , <73,78> ,
<73,80> , <74,38> , <74,52> , <74,58> ,
<74,79> , <75,67> , <75,71> , <75,76> ,
<75,80> , <76,59> , <76,67> , <76,69> ,
<76,71> , <76,75> , <77,64> , <77,65> ,
<77,72> , <78,60> , <78,68> , <78,73> ,
<78,80> , <79,38> , <79,43> , <79,58> ,
<79,59> , <79,74> , <80,68> , <80,73> ,
<80,75> , <80,78> ,
};

S = 77;

D = 80;

Q = 4;

L = [78,73,68,75];

C = [20.5,16.33,12.17,8];

B = 9000;

Alpha = 0.8;

W_km = 0.5;

Cmax = 20.5;

Distance = [
0.0747 , 0.0627 , 0.1869 , 0.0766 ,
0.1608 , 0.2387 , 0.0747 , 0.0574 ,
0.0612 , 0.0648 , 0.1616 , 0.1357 ,
0.0574 , 0.0699 , 0.101 , 0.0494 ,
0.1842 , 0.0699 , 0.181 , 0.0742 ,
0.0715 , 0.0627 , 0.181 , 0.0418 ,
0.061 , 0.0953 , 0.0612 , 0.101 ,
0.0418 , 0.072 , 0.0601 , 0.2015 ,
0.0648 , 0.0494 , 0.0742 , 0.072 ,
0.0971 , 0.0846 , 0.174 , 0.1717 ,
0.0715 , 0.0971 , 0.1718 , 0.047 ,
0.2093 , 0.2501 , 0.1842 , 0.061 ,
0.0749 , 0.0459 , 0.082 , 0.1783 ,
0.1673 , 0.0601 , 0.1718 , 0.0749 ,
0.0741 , 0.0624 , 0.0789 , 0.1658 ,
0.0631 , 0.0846 , 0.0741 , 0.083 ,
0.0799 , 0.1617 , 0.1664 , 0.047 ,
0.083 , 0.099 , 0.173 , 0.174 ,
0.0624 , 0.0572 , 0.0508 , 0.0789 ,
0.0572 , 0.065 , 0.0678 , 0.1757 ,
0.0799 , 0.099 , 0.065 , 0.0741 ,
0.0669 , 0.2015 , 0.1617 , 0.0559 ,
0.0427 , 0.0369 , 0.173 , 0.0678 ,
0.0741 , 0.0559 , 0.0672 , 0.068 ,
0.0701 , 0.0669 , 0.0672 , 0.0907 ,
0.0592 , 0.1664 , 0.1757 , 0.0907 ,
0.0656 , 0.0952 , 0.068 , 0.0592 ,
0.1716 , 0.0933 , 0.1628 , 0.0656 ,
0.1716 , 0.0419 , 0.0664 , 0.0578 ,
0.1658 , 0.0427 , 0.0418 , 0.072 ,
0.1973 , 0.0369 , 0.0701 , 0.0418 ,
0.1672 , 0.0933 , 0.1726 , 0.1149 ,
0.3152 , 0.2103 , 0.0586 , 0.1616 ,
0.0953 , 0.1717 , 0.0459 , 0.0631 ,
0.0508 , 0.057 , 0.1869 , 0.082 ,
0.1672 , 0.057 , 0.0796 , 0.0952 ,
0.1628 , 0.0419 , 0.1726 , 0.0981 ,
0.0432 , 0.0924 , 0.1149 , 0.0325 ,
0.1043 , 0.096 , 0.0325 , 0.0758 ,
0.1072 , 0.119 , 0.2093 , 0.0664 ,
0.0981 , 0.0867 , 0.0801 , 0.0412 ,
0.0766 , 0.1357 , 0.0844 , 0.1712 ,
