/*********************************************
 * Controlled structured urban-road dataset
 *********************************************/

Nodes = 30;

E = {
<1,2> , <1,3> , <1,5> , <1,6> ,
<1,21> , <1,23> , <2,1> , <2,3> ,
<2,4> , <2,6> , <2,7> , <2,9> ,
<3,1> , <3,2> , <3,4> , <3,5> ,
<3,7> , <3,8> , <4,2> , <4,3> ,
<4,7> , <4,8> , <5,1> , <5,3> ,
<5,6> , <5,9> , <5,10> , <5,13> ,
<5,21> , <6,1> , <6,2> , <6,5> ,
<6,7> , <6,9> , <6,10> , <6,11> ,
<6,14> , <7,2> , <7,3> , <7,4> ,
<7,6> , <7,8> , <7,9> , <8,3> ,
<8,4> , <8,7> , <8,12> , <9,2> ,
<9,5> , <9,6> , <9,7> , <9,10> ,
<10,5> , <10,6> , <10,9> , <10,11> ,
<10,13> , <10,16> , <11,6> , <11,10> ,
<11,12> , <11,15> , <12,8> , <12,11> ,
<12,18> , <12,24> , <13,5> , <13,10> ,
<13,14> , <13,16> , <14,6> , <14,13> ,
<14,15> , <14,16> , <14,17> , <14,24> ,
<15,11> , <15,14> , <15,18> , <15,24> ,
<16,10> , <16,13> , <16,14> , <16,17> ,
<16,18> , <16,28> , <17,14> , <17,16> ,
<17,18> , <17,19> , <17,24> , <18,12> ,
<18,15> , <18,16> , <18,17> , <18,19> ,
<18,20> , <18,24> , <19,17> , <19,18> ,
<19,22> , <19,24> , <19,28> , <20,18> ,
<20,22> , <20,26> , <20,28> , <21,1> ,
<21,5> , <21,23> , <21,25> , <22,19> ,
<22,20> , <22,26> , <22,28> , <23,1> ,
<23,21> , <23,25> , <24,12> , <24,14> ,
<24,15> , <24,17> , <24,18> , <24,19> ,
<24,28> , <25,21> , <25,23> , <26,20> ,
<26,22> , <26,27> , <27,26> , <27,29> ,
<27,30> , <28,16> , <28,19> , <28,20> ,
<28,22> , <28,24> , <29,27> , <29,30> ,
<30,27> , <30,29> ,
};

S = 25;		// Source of EV
D = 30;		// Destination node

Q = 2;		// Number of parking lots (all urban parking facilities)
L = [29,27];		// Parking lot nodes
C = [14.21,9.41];	// Parking costs
FeasibleParking = [1,1];	// 1 if parking lot is within W, else 0
WalkDistanceToDest = [0.12,0.2521];	// Walking distance from each parking lot to destination
WalkTimeToDest = [0.024,0.0504];	// Walking time from each parking lot to destination

W = 0.1;		// Maximum walking time (hr)
W_km = 0.5;		// Maximum walking distance (km), reference only
Cmax = 15;		// Maximum allowed parking cost

B = 9000;		// Large constant

Alpha = 0.9;	// Objective weight

EdgeMode = "urban_backbone";
TrafficLevel = "low";
TrafficSpeedRange = [50,70];
ParkingCostMode = "baseline_deterministic_varied";
MapSideKm = 1.2354;
ParkingCostRange = [8,20.5];

Distance = [
0.0975 , 0.169 , 0.0818 , 0.1216 ,
0.1409 , 0.2318 , 0.0975 , 0.0749 ,
0.1602 , 0.08 , 0.0846 , 0.1732 ,
0.169 , 0.0749 , 0.0913 , 0.164 ,
0.0646 , 0.1626 , 0.1602 , 0.0913 ,
0.097 , 0.0932 , 0.0818 , 0.164 ,
0.0545 , 0.0795 , 0.1009 , 0.1672 ,
0.2175 , 0.1216 , 0.08 , 0.0545 ,
0.094 , 0.1136 , 0.0783 , 0.1154 ,
0.1749 , 0.0846 , 0.0646 , 0.097 ,
0.094 , 0.1267 , 0.2074 , 0.1626 ,
0.0932 , 0.1267 , 0.0613 , 0.1732 ,
0.0795 , 0.1136 , 0.2074 , 0.0976 ,
0.1009 , 0.0783 , 0.0976 , 0.0967 ,
0.0814 , 0.185 , 0.1154 , 0.0967 ,
0.1084 , 0.1042 , 0.0613 , 0.1084 ,
0.1891 , 0.1051 , 0.1672 , 0.0814 ,
0.0747 , 0.1134 , 0.1749 , 0.0747 ,
0.0848 , 0.1003 , 0.0885 , 0.1742 ,
0.1042 , 0.0848 , 0.0874 , 0.0894 ,
0.185 , 0.1134 , 0.1003 , 0.073 ,
0.1603 , 0.3107 , 0.0885 , 0.073 ,
0.0876 , 0.2014 , 0.1638 , 0.1891 ,
0.0874 , 0.1603 , 0.0876 , 0.1183 ,
0.1461 , 0.0972 , 0.2014 , 0.1183 ,
0.137 , 0.0609 , 0.0535 , 0.1461 ,
0.1587 , 0.0996 , 0.1583 , 0.1409 ,
0.2175 , 0.0915 , 0.2383 , 0.137 ,
0.1587 , 0.1782 , 0.0835 , 0.2318 ,
0.0915 , 0.1471 , 0.1051 , 0.1742 ,
0.0894 , 0.1638 , 0.0972 , 0.0609 ,
0.1142 , 0.2383 , 0.1471 , 0.0996 ,
0.1782 , 0.1455 , 0.1455 , 0.1321 ,
0.2521 , 0.3107 , 0.0535 , 0.1583 ,
0.0835 , 0.1142 , 0.1321 , 0.12 ,
0.2521 , 0.12 ,
];

EdgeTime = [
0.0017 , 0.0027 , 0.0015 , 0.0023 ,
0.0026 , 0.0039 , 0.0017 , 0.0013 ,
0.0025 , 0.0016 , 0.0015 , 0.0027 ,
0.0027 , 0.0013 , 0.0018 , 0.0025 ,
0.0012 , 0.0028 , 0.0025 , 0.0018 ,
0.0017 , 0.0017 , 0.0015 , 0.0025 ,
0.0009 , 0.0013 , 0.0019 , 0.0026 ,
0.0041 , 0.0023 , 0.0016 , 0.0009 ,
0.0019 , 0.0022 , 0.0015 , 0.0019 ,
0.003 , 0.0015 , 0.0012 , 0.0017 ,
0.0019 , 0.0024 , 0.0033 , 0.0028 ,
0.0017 , 0.0024 , 0.0011 , 0.0027 ,
0.0013 , 0.0022 , 0.0033 , 0.0018 ,
0.0019 , 0.0015 , 0.0018 , 0.0018 ,
0.0015 , 0.0032 , 0.0019 , 0.0018 ,
0.0019 , 0.0021 , 0.0011 , 0.0019 ,
0.0029 , 0.0018 , 0.0026 , 0.0015 ,
0.0014 , 0.0019 , 0.003 , 0.0014 ,
0.0015 , 0.0019 , 0.0017 , 0.0031 ,
0.0021 , 0.0015 , 0.0017 , 0.0016 ,
0.0032 , 0.0019 , 0.0019 , 0.0013 ,
0.0027 , 0.0049 , 0.0017 , 0.0013 ,
0.0016 , 0.0033 , 0.0028 , 0.0029 ,
0.0017 , 0.0027 , 0.0016 , 0.0022 ,
0.0029 , 0.0018 , 0.0033 , 0.0022 ,
0.0025 , 0.0012 , 0.0009 , 0.0029 ,
0.0029 , 0.002 , 0.0027 , 0.0026 ,
0.0041 , 0.0016 , 0.0045 , 0.0025 ,
0.0029 , 0.0033 , 0.0016 , 0.0039 ,
0.0016 , 0.0026 , 0.0018 , 0.0031 ,
0.0016 , 0.0028 , 0.0018 , 0.0012 ,
0.002 , 0.0045 , 0.0026 , 0.002 ,
